NAME,RECORD,NICKNAME,HEIGHT,WEIGHT,REACH,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.
Conor McGregor,Record: 22-6-0,The Notorious,"5' 9""",155 lbs.,"74""",Southpaw,"Jul 14, 1988",5.32,49%,4.66,54%,0.67,55%,66%,0.1
Greg McIntyre,Record: 6-4-0,,"5' 10""",155 lbs.,--,Orthodox,"Apr 21, 1980",0.79,30%,1.36,41%,5.09,50%,0%,0.0
Antonio McKee,Record: 29-6-2,Mandingo,"5' 8""",155 lbs.,--,Southpaw,"Mar 12, 1970",1.37,45%,0.74,74%,1.47,33%,57%,0.0
AJ McKee,Record: 8-0-0,Mercenary,"5' 10""",145 lbs.,--,,--,2.75,32%,0.92,80%,11.01,100%,100%,11.0
Rhys McKee,Record: 14-7-1,Skeletor,"6' 2""",170 lbs.,"78""",Orthodox,"Sep 10, 1995",4.71,40%,7.15,47%,0.00,0%,47%,0.0
Cory McKenna,Record: 8-4-0,Poppins,"5' 3""",115 lbs.,"58""",Orthodox,"Jul 11, 1999",2.94,38%,3.68,46%,2.00,47%,75%,0.4
Tim McKenzie,Record: 14-9-0,,"6' 0""",185 lbs.,"74""",Orthodox,"Jul 21, 1982",1.37,54%,2.96,44%,0.00,0%,28%,2.1
Cody McKenzie,Record: 16-10-0,,"6' 0""",155 lbs.,"72""",Switch,"Dec 16, 1987",1.74,34%,2.50,67%,2.50,25%,14%,2.5
Terrance McKinney,Record: 17-8-0,T. Wrecks,"5' 10""",155 lbs.,"73""",Switch,"Sep 15, 1994",6.24,56%,3.46,43%,3.34,40%,72%,2.1
Brian McLaughlin,Record: 6-2-0,,"5' 9""",155 lbs.,--,,"May 12, 1984",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jason McLean,Record: 6-7-0,,"5' 5""",145 lbs.,--,,"Jun 03, 1977",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Garreth McLellan,Record: 13-6-0,Soldier Boy,"6' 1""",185 lbs.,"72""",Southpaw,"Sep 01, 1982",3.56,54%,2.94,45%,1.15,22%,34%,0.9
Sara McMann,Record: 13-6-0,,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 24, 1980",2.26,46%,1.92,47%,4.38,65%,50%,0.5
Tommy McMillen,Record: 9-0-0,Gun,"6' 0""",145 lbs.,"74""",Orthodox,"Dec 15, 1997",7.53,51%,5.67,55%,0.00,0%,83%,0.0
James McSweeney,Record: 15-15-0,The Hammer,"6' 4""",230 lbs.,"77""",Switch,"Oct 24, 1980",3.94,55%,4.33,42%,0.52,33%,100%,1.1
Charles McTorry,Record: 3-0-0,,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jackson McVey,Record: 6-2-0,The Moose,"6' 4""",185 lbs.,"77""",Southpaw,"Mar 25, 1999",5.87,68%,3.82,23%,0.00,0%,0%,0.0
Daniel McWilliams,Record: 15-37-0,The Animal,"6' 1""",185 lbs.,--,,"Jan 14, 1983",3.36,77%,0.00,0%,0.00,0%,100%,21.6
Tim Means,Record: 33-17-1 (1 NC),The Dirty Bird,"6' 2""",170 lbs.,"75""",Orthodox,"Feb 20, 1984",5.04,49%,3.65,60%,1.14,40%,64%,0.2
Yancy Medeiros,Record: 15-8-0 (1 NC),,"5' 10""",155 lbs.,"75""",Orthodox,"Sep 07, 1987",4.36,37%,5.67,47%,0.33,50%,73%,0.7
Anistavio Medeiros,Record: 19-10-0,Gasparzinho,"5' 6""",145 lbs.,--,Orthodox,"May 01, 1988",3.64,44%,5.00,47%,0.00,0%,0%,0.0
Kaline Medeiros,Record: 8-5-0,The Dark Angel,"5' 3""",115 lbs.,--,,--,2.06,70%,0.29,83%,4.41,100%,0%,4.4
MarQuel Mederos,Record: 11-1-0,,"5' 10""",155 lbs.,"69""",Orthodox,"Nov 30, 1996",4.84,56%,2.99,58%,0.00,0%,83%,0.0
Uros Medic,Record: 12-3-0,The Doctor,"6' 1""",170 lbs.,"71""",Southpaw,"Apr 25, 1993",5.53,60%,3.46,56%,0.35,50%,55%,0.0
Todd Medina,Record: 11-9-0 (1 NC),El Tiburon,"5' 10""",193 lbs.,--,Southpaw,"Apr 30, 1970",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jason Medina,Record: 21-15-1,,"5' 9""",180 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Emil Meek,Record: 9-5-1 (1 NC),Valhalla,"5' 11""",170 lbs.,"74""",Switch,"Aug 20, 1988",2.52,39%,2.53,38%,0.25,33%,47%,1.0
Sanford Alton Meeks,Record: 1-1-0,,"6' 5""",265 lbs.,"75""",Orthodox,"Apr 05, 1994",0.71,42%,4.47,38%,7.06,25%,0%,0.0
Gerald Meerschaert,Record: 37-21-0,GM3,"6' 1""",185 lbs.,"77""",Southpaw,"Dec 18, 1987",3.01,45%,3.52,53%,1.82,30%,42%,1.4
Frank Megallon,Record: 2-3-0,,"5' 10""",185 lbs.,--,Southpaw,--,1.14,21%,5.32,54%,0.00,0%,0%,0.0
Derrick Mehmen,Record: 19-9-0,Caveman,"6' 4""",205 lbs.,--,,"May 30, 1985",1.93,14%,4.53,48%,1.00,16%,0%,0.0
Miika Mehmet,Record: 3-5-0,,--,205 lbs.,--,Orthodox,--,0.33,12%,7.29,24%,0.00,0%,0%,0.0
Jordan Mein,Record: 31-12-0,Young Gun,"6' 0""",170 lbs.,"73""",Orthodox,"Oct 10, 1989",3.35,44%,2.55,69%,1.56,58%,66%,0.2
Bryce Mejia,Record: 3-1-0,,"6' 1""",170 lbs.,--,,--,3.49,62%,6.98,50%,0.00,0%,0%,0.0
Brian Melancon,Record: 7-3-0,,"5' 8""",170 lbs.,--,Orthodox,"May 28, 1982",4.18,49%,3.64,64%,2.02,100%,66%,0.0
Brandon Melendez,Record: 25-25-0,The Murderer,"5' 11""",155 lbs.,--,Southpaw,"Mar 24, 1983",0.84,26%,0.56,63%,0.00,0%,25%,0.0
Gilbert Melendez,Record: 22-8-0,El Nino,"5' 9""",145 lbs.,"73""",Orthodox,"Apr 12, 1982",3.44,33%,2.53,63%,1.64,41%,71%,0.2
Nair Melikyan,Record: 11-0-0,Ahalkalakski,"5' 6""",155 lbs.,--,,"Aug 08, 1997",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Marcelo Mello,Record: 1-0-0,,"5' 7""",170 lbs.,--,Southpaw,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Fabio Mello,Record: 11-8-0,,"5' 5""",155 lbs.,--,Southpaw,"Jun 28, 1975",0.86,35%,3.94,50%,0.00,0%,0%,0.0
Vanessa Melo,Record: 11-8-0,,"5' 5""",135 lbs.,"65""",Orthodox,"Mar 27, 1988",3.48,30%,6.13,59%,0.00,0%,71%,0.0
Antonio Mendes,Record: 18-13-0,Samurai,"6' 3""",205 lbs.,"77""",Southpaw,"Apr 19, 1981",1.34,47%,6.85,22%,2.51,50%,100%,0.0
Chad Mendes,Record: 18-5-0,Money,"5' 6""",145 lbs.,"66""",Orthodox,"May 01, 1985",2.78,49%,2.35,67%,4.13,55%,100%,0.3
Augusto Mendes,Record: 6-2-0,Tanquinho,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 03, 1983",2.42,34%,3.91,56%,1.75,33%,80%,0.0
Eddie Mendez,Record: 8-3-1 (1 NC),,"5' 10""",185 lbs.,--,,"Jan 16, 1984",1.71,33%,3.43,11%,0.00,0%,0%,0.0
Mateus Mendonca,Record: 10-3-0,Bocao,"5' 6""",125 lbs.,"71""",Orthodox,"Jan 17, 1999",1.66,40%,4.14,30%,2.54,27%,55%,0.4
Luis Mendoza,Record: 0-1-0,,--,155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Pietro Menga,Record: 13-0-0,,"5' 7""",125 lbs.,"68""",Southpaw,"Feb 15, 1988",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Alonzo Menifield,Record: 17-6-1,Atomic,"6' 0""",205 lbs.,"76""",Orthodox,"Oct 18, 1987",3.77,53%,3.81,50%,0.50,31%,78%,0.2
Ivan Menjivar,Record: 25-12-0,The Pride of El Salvador,"5' 6""",145 lbs.,"64""",Orthodox,"May 30, 1982",2.78,37%,2.76,65%,0.56,28%,38%,1.0
Dave Menne,Record: 45-17-2,The Warrior,"5' 10""",170 lbs.,--,Orthodox,"Jul 29, 1974",1.84,44%,1.99,42%,0.46,50%,57%,2.5
Steve Mensing,Record: 9-13-2 (1 NC),The Machine,"5' 11""",185 lbs.,--,Orthodox,"Dec 06, 1977",0.00,0%,9.51,42%,0.00,0%,0%,0.0
Buck Meredith,Record: 3-3-0,,"6' 2""",185 lbs.,--,,"May 17, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Adam Meredith,Record: 5-3-0,,"6' 2""",170 lbs.,--,,--,2.63,50%,2.11,55%,7.89,100%,100%,7.9
Nick Meregali,Record: 0-0-0,,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Joe Merritt,Record: 7-2-0,,"6' 0""",170 lbs.,--,Orthodox,"Mar 07, 1984",1.53,58%,0.73,66%,0.00,0%,68%,0.0
Bia Mesquita,Record: 6-0-0,,"5' 4""",135 lbs.,"67""",Orthodox,"Apr 07, 1991",4.98,57%,0.83,73%,4.15,66%,0%,2.1
Jeremiah Metcalf,Record: 13-7-0,,"6' 1""",185 lbs.,--,Orthodox,"Jul 09, 1981",1.74,59%,0.27,60%,4.02,66%,100%,2.0
Jonathan Meunier,Record: 8-1-0,District,"6' 3""",170 lbs.,--,Switch,"Aug 04, 1987",3.47,50%,1.43,69%,0.58,33%,58%,0.0
Yaotzin Meza,Record: 21-11-0 (1 NC),,"5' 9""",145 lbs.,"71""",Orthodox,"Feb 04, 1981",1.43,41%,1.62,64%,1.06,20%,18%,1.4
Guy Mezger,Record: 30-14-2,,"6' 1""",200 lbs.,--,Orthodox,"Jan 01, 1968",2.30,32%,1.36,72%,0.39,50%,88%,0.0
David Mgoyan,Record: 7-1-0,,"5' 9""",145 lbs.,"70""",Orthodox,"Jun 25, 2004",5.67,44%,7.53,48%,2.00,16%,100%,1.0
Jonathan Micallef,Record: 9-1-0,The Captain,"6' 0""",170 lbs.,"77""",Southpaw,"Mar 05, 1999",3.96,41%,4.22,56%,1.13,66%,75%,1.1
Brandon Michaels,Record: 4-14-0,,"5' 9""",185 lbs.,--,,"Nov 20, 1982",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Andreas Michailidis,Record: 13-6-0,The Spartan,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 18, 1988",2.90,51%,3.57,44%,1.12,27%,50%,0.0
David Michaud,Record: 11-3-0,BullDawg,"5' 9""",155 lbs.,--,Orthodox,"Nov 10, 1988",3.25,43%,4.45,54%,2.53,58%,77%,0.7
Chris Mickle,Record: 30-21-2 (1 NC),,"5' 9""",145 lbs.,--,Orthodox,"Jul 10, 1983",3.03,27%,9.70,48%,0.00,0%,0%,0.0
Zachary Micklewright,Record: 15-3-0,,"6' 0""",155 lbs.,"74""",Southpaw,"Aug 21, 1976",5.56,53%,4.72,54%,0.70,12%,100%,0.0
Kristof Midoux,Record: 6-10-0,The Hurricane,"6' 1""",220 lbs.,--,Orthodox,"Jul 30, 1974",0.70,43%,2.89,49%,0.00,0%,0%,0.0
Keith Mielke,Record: 0-5-0,,"5' 8""",185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Chris Mierzwiak,Record: 5-3-0,,"6' 1""",185 lbs.,--,,"Feb 14, 1988",1.60,61%,1.73,48%,2.00,28%,0%,1.0
Gabriel Miglioli,Record: 9-9-0,Biel,"5' 8""",170 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Bojan Mihajlovic,Record: 10-6-0,,"5' 11""",205 lbs.,"73""",Orthodox,"Mar 30, 1980",1.23,35%,5.95,47%,0.00,0%,33%,0.0
Billy Miles,Record: 2-2-0,The Kid,"5' 10""",170 lbs.,--,Orthodox,"Apr 28, 1978",0.00,0%,1.25,33%,0.00,0%,0%,0.0
Pat Miletich,Record: 29-7-2,The Croatian Sensation,"5' 10""",170 lbs.,--,Orthodox,"Mar 09, 1968",1.79,45%,1.66,63%,1.96,100%,54%,1.0
Curtis Millender,Record: 17-5-0,Curtious,"6' 2""",170 lbs.,"76""",Orthodox,"Dec 01, 1987",3.86,46%,2.95,61%,0.43,100%,57%,0.0
Phillip Miller,Record: 16-0-0,,"5' 11""",185 lbs.,--,Orthodox,"Feb 20, 1979",1.61,54%,1.93,50%,3.62,25%,100%,0.6
Jason Miller,Record: 23-10-0 (1 NC),Mayhem,"6' 1""",185 lbs.,--,Orthodox,"Dec 24, 1980",1.83,43%,2.30,49%,1.31,28%,43%,1.3
Dan Miller,Record: 14-8-0 (1 NC),,"6' 1""",185 lbs.,"74""",Orthodox,"Jun 30, 1981",2.03,36%,3.06,49%,1.67,54%,47%,1.8
Jim Miller,Record: 38-19-0 (1 NC),A-10,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983",2.92,42%,3.44,56%,1.50,45%,48%,1.7
Cole Miller,Record: 21-11-0 (1 NC),Magrinho,"6' 1""",145 lbs.,"73""",Orthodox,"Apr 26, 1984",3.00,33%,3.88,59%,0.60,36%,38%,1.8
Henry Miller,Record: 6-16-0 (1 NC),Sentoryu,"5' 7""",270 lbs.,--,Southpaw,"Jul 16, 1969",1.25,36%,2.16,54%,0.55,25%,60%,0.0
Micah Miller,Record: 20-8-0 (1 NC),Maverick,"6' 0""",145 lbs.,--,Orthodox,"Feb 14, 1987",1.33,33%,2.15,54%,0.98,37%,21%,2.0
Aaron Miller,Record: 14-10-0 (1 NC),Blood Spiller,"5' 9""",145 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mo Miller,Record: 6-0-0,Moshow,"5' 8""",135 lbs.,"72""",Orthodox,"Aug 10, 1992",1.87,45%,1.33,60%,4.00,80%,0%,0.0
Juliana Miller,Record: 5-3-0,Killer,"5' 7""",125 lbs.,"66""",Orthodox,"May 07, 1996",2.73,44%,3.78,36%,2.20,38%,44%,1.3
Ty Miller,Record: 7-0-0 (1 NC),Thriller,"6' 2""",170 lbs.,"77""",Orthodox,"Jun 04, 2000",7.16,38%,4.65,64%,0.00,0%,75%,0.0
Trent Miller,Record: 8-3-0,The Terminator,"5' 9""",185 lbs.,"72""",Orthodox,"Oct 31, 1995",2.11,20%,11.23,48%,0.00,0%,0%,0.0
Eddy Millis,Record: 0-2-0,,"6' 1""",185 lbs.,--,,"Aug 04, 1967",0.00,0%,3.36,22%,0.00,0%,0%,7.2
Che Mills,Record: 16-10-0 (3 NC),Beautiful,"6' 1""",170 lbs.,"76""",Orthodox,"Sep 29, 1982",2.08,52%,2.87,43%,1.18,66%,58%,0.0
Adam Milstead,Record: 8-4-0,The Prototype,"6' 3""",205 lbs.,"76""",Orthodox,"Jul 03, 1987",3.85,46%,4.79,43%,0.00,0%,64%,0.0
Alberto Mina,Record: 13-1-0,Soldier of God,"6' 0""",170 lbs.,"77""",Orthodox,"May 02, 1982",3.23,38%,3.70,47%,1.85,20%,50%,0.0
Vitaly Minakov,Record: 20-0-0,,"6' 2""",249 lbs.,--,,"Feb 06, 1985",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mario Mingaj,Record: 7-1-0,,"6' 3""",185 lbs.,"78""",Orthodox,"Oct 28, 1998",1.62,33%,6.49,52%,0.00,0%,0%,0.0
Darrick Minner,Record: 26-14-0,,"5' 7""",145 lbs.,"69""",Orthodox,"Apr 28, 1990",2.63,65%,2.28,35%,2.40,72%,66%,2.7
Mike Minniger,Record: 0-0-0,,--,--,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ikuhisa Minowa,Record: 60-42-8,Minowaman,"5' 9""",181 lbs.,--,Orthodox,"Jan 12, 1976",0.88,40%,1.66,49%,1.82,41%,5%,1.9
Carlton Minus,Record: 10-3-0 (1 NC),Clutch,"5' 10""",170 lbs.,"75""",Orthodox,"Apr 26, 1993",3.50,40%,4.97,50%,0.00,0%,58%,0.0
Stipe Miocic,Record: 20-5-0,,"6' 4""",240 lbs.,"80""",Orthodox,"Aug 19, 1982",4.67,52%,4.01,52%,1.74,34%,65%,0.0
Frank Mir,Record: 18-11-0,,"6' 3""",264 lbs.,"79""",Southpaw,"May 24, 1979",2.18,47%,3.84,38%,2.02,40%,54%,2.0
Juan Miranda,Record: 7-5-0,,--,155 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mario Miranda,Record: 14-7-0,,"6' 3""",185 lbs.,"74""",Orthodox,"Jul 12, 1979",1.96,54%,2.46,36%,1.02,60%,54%,0.0
Vitor Miranda,Record: 12-5-0,Lex Luthor,"6' 1""",185 lbs.,"77""",Orthodox,"Mar 10, 1979",2.98,45%,2.95,58%,0.95,55%,50%,0.2
Gabriel Miranda,Record: 17-8-0,Fly,"5' 11""",145 lbs.,"71""",Orthodox,"Mar 25, 1990",3.23,43%,6.01,37%,4.75,38%,0%,1.9
Damir Mirenic,Record: 9-4-0,Wolf,"6' 0""",185 lbs.,--,Orthodox,"Aug 02, 1974",0.84,50%,9.86,35%,0.00,0%,0%,0.0
Kazuo Misaki,Record: 25-11-2 (1 NC),Hitman,"5' 8""",183 lbs.,--,Orthodox,"Apr 25, 1976",2.85,40%,2.74,63%,0.72,38%,51%,0.6
Toby Misech,Record: 9-5-0,2 Quick,"5' 8""",145 lbs.,--,Southpaw,"Mar 07, 1988",3.27,40%,7.73,46%,0.00,0%,0%,0.0
Dokonjonosuke Mishima,Record: 21-7-2,,"5' 7""",155 lbs.,--,Southpaw,"Apr 19, 1972",1.06,41%,1.22,52%,2.47,40%,25%,1.4
Felix Lee Mitchell,Record: 2-7-0,,--,--,--,Orthodox,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
David Mitchell,Record: 22-7-0,Daudi,"6' 0""",170 lbs.,"75""",Orthodox,"Oct 24, 1979",1.74,32%,2.06,55%,0.66,50%,29%,2.0
Danny Mitchell,Record: 19-9-1,The Cheesecake Assassin,"6' 2""",170 lbs.,--,Orthodox,"Aug 08, 1986",2.53,49%,2.53,52%,0.00,0%,100%,3.0
Brad Mitchell,Record: 4-2-0 (1 NC),,"5' 11""",145 lbs.,--,,"Oct 10, 1974",1.15,33%,4.20,52%,0.00,0%,100%,1.9
Clay Mitchell,Record: 1-2-0,,"6' 2""",185 lbs.,--,,--,1.63,85%,0.00,0%,0.00,0%,100%,4.1
Bryce Mitchell,Record: 18-4-0,Thug Nasty,"5' 10""",135 lbs.,"70""",Southpaw,"Oct 04, 1994",2.27,59%,1.60,58%,3.24,36%,33%,1.2
Maurice Mitchell,Record: 11-2-0,The AK Kid,"5' 9""",145 lbs.,--,Orthodox,"Jun 29, 1987",3.80,55%,3.54,60%,0.00,0%,100%,0.0
Terrence Mitchell,Record: 14-4-0,,"5' 10""",135 lbs.,"74""",Orthodox,"Dec 30, 1989",2.21,34%,8.85,41%,3.69,50%,0%,0.0
Roman Mitichyan,Record: 8-3-0,,"5' 10""",170 lbs.,--,Orthodox,"Sep 04, 1978",0.26,16%,2.70,43%,1.93,100%,25%,1.9
Matt Mitrione,Record: 12-5-0,,"6' 3""",265 lbs.,"82""",Switch,"Jul 15, 1978",3.55,50%,2.79,64%,0.00,0%,55%,0.7
Eiji Mitsuoka,Record: 18-9-2,,"5' 7""",145 lbs.,--,Southpaw,"Jan 01, 1976",1.49,49%,2.26,45%,2.30,36%,20%,1.6
Hiromitsu Miura,Record: 12-7-0,,"5' 9""",170 lbs.,"71""",Orthodox,"Sep 22, 1981",2.12,34%,2.12,58%,2.23,50%,69%,0.6
Jonathan  Mix,Record: 7-4-0,,"6' 0""",168 lbs.,--,,"Nov 09, 1980",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Patchy Mix,Record: 20-3-0,No Love,"5' 11""",135 lbs.,"70""",Southpaw,"Aug 16, 1993",5.30,43%,7.30,43%,2.50,62%,0%,0.0
Tomoya Miyashita,Record: 17-9-7,,"5' 7""",139 lbs.,--,Southpaw,"Jul 20, 1981",1.67,65%,0.93,33%,4.00,80%,0%,2.0
Kazuyuki Miyata,Record: 15-9-0,,"5' 8""",139 lbs.,--,Orthodox,"Jan 29, 1976",2.04,52%,1.82,63%,4.31,46%,68%,0.0
Motoki Miyazawa,Record: 7-3-0,,"5' 11""",168 lbs.,--,Southpaw,"Apr 23, 1985",1.23,28%,3.91,61%,0.00,0%,0%,0.0
Takeya Mizugaki,Record: 21-11-2,,"5' 7""",135 lbs.,"69""",Orthodox,"Dec 16, 1983",3.37,37%,3.27,57%,1.46,57%,70%,0.1
Mizuki,Record: 16-6-0,,"5' 3""",115 lbs.,"65""",Orthodox,"Aug 19, 1994",4.45,52%,4.65,49%,0.75,33%,80%,0.0
Tatsuya Mizuno,Record: 16-12-1,,"6' 1""",205 lbs.,--,Southpaw,"Jun 02, 1981",2.25,37%,3.52,53%,1.19,25%,40%,3.6
Roxanne Modafferi,Record: 25-21-0,The Happy Warrior,"5' 7""",125 lbs.,"69""",Orthodox,"Sep 24, 1982",3.35,30%,5.70,51%,1.35,23%,30%,0.1
Bobby Moffett,Record: 13-5-0 (1 NC),The Wolfman,"5' 10""",145 lbs.,"73""",Orthodox,"Jun 01, 1990",3.41,39%,3.15,61%,2.74,66%,66%,1.4
Bronson Mohika,Record: 1-1-0,,--,135 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Nate Mohr,Record: 9-7-0,,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 03, 1983",3.79,41%,2.50,74%,0.45,50%,71%,0.0
Renato Moicano,Record: 20-7-1,,"5' 11""",155 lbs.,"72""",Orthodox,"May 21, 1989",4.17,48%,3.57,59%,1.67,41%,62%,0.5
Thiago Moises,Record: 19-9-0,,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 23, 1995",2.48,42%,4.08,53%,1.31,35%,52%,1.1
Muhammad Mokaev,Record: 13-0-0 (1 NC),The Punisher,"5' 7""",125 lbs.,"70""",Orthodox,"Jul 30, 2000",1.61,45%,1.35,57%,5.29,41%,25%,0.8
Ashkan Mokhtarian,Record: 13-3-0,The Assassin,"5' 6""",125 lbs.,"67""",Southpaw,"Sep 15, 1985",1.95,43%,3.66,43%,0.54,16%,33%,0.0
Suman Mokhtarian,Record: 8-5-0,,"5' 8""",145 lbs.,"72""",Orthodox,"Jun 13, 1992",2.21,43%,6.85,48%,0.00,0%,0%,0.0
Dan Molina,Record: 13-9-0,,"5' 10""",216 lbs.,--,,"Jun 14, 1984",0.00,0%,5.58,60%,0.00,0%,0%,20.9
Jeff Molina,Record: 11-2-0,El Jefe,"5' 6""",125 lbs.,"69""",Orthodox,"Jul 17, 1997",7.25,48%,5.04,55%,0.00,0%,66%,0.0
Rudyard Moncayo,Record: 0-3-0,,"5' 10""",195 lbs.,--,Orthodox,"May 17, 1973",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Hidetaka Monma,Record: 18-11-4,,"6' 0""",168 lbs.,--,Orthodox,"Oct 23, 1973",1.67,25%,9.76,34%,0.00,0%,0%,0.0
Jeff Monson,Record: 60-26-1,The Snowman,"5' 9""",247 lbs.,"74""",Orthodox,"Jan 18, 1971",0.97,30%,2.87,59%,1.06,12%,66%,0.7
Darrell Montague,Record: 13-5-0,Mongoose,"5' 6""",125 lbs.,"67""",Southpaw,"Nov 03, 1987",1.92,25%,5.38,52%,0.72,25%,33%,1.4
Michelle Montague,Record: 7-0-0,The Wild One,"5' 9""",135 lbs.,"68""",Southpaw,"Nov 25, 1993",2.73,46%,3.20,41%,5.00,71%,0%,0.0
Andrew Montanez,Record: 9-12-1,,--,185 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jose Montanha,Record: 6-1-0,,--,265 lbs.,--,,"Aug 25, 1996",0.00,0%,0.00,0%,0.00,0%,0%,0.0
Augusto Montano,Record: 15-3-0,Dodger,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 25, 1984",3.46,46%,2.66,56%,0.00,0%,66%,0.0
Erick Montano,Record: 7-5-0,Perry,"6' 0""",170 lbs.,"73""",Orthodox,"Nov 19, 1985",2.79,44%,2.06,64%,2.29,36%,66%,0.0
Nicco Montano,Record: 5-3-0,,"5' 5""",135 lbs.,"65""",Southpaw,"Dec 16, 1988",5.60,41%,4.43,64%,2.25,54%,69%,0.4
Antonio Monteiro,Record: 17-5-1 (1 NC),Junior Negao,"5' 7""",145 lbs.,"70""",Orthodox,"Jul 02, 1995",3.93,49%,8.33,33%,1.00,33%,66%,1.0
Sofia Montenegro,Record: 6-2-0,La Bruja,"5' 6""",125 lbs.,"67""",Orthodox,"Jun 18, 1999",4.27,40%,5.67,48%,1.00,25%,100%,0.0
Alberto Montes,Record: 11-1-0,The Promise,"5' 7""",145 lbs.,"69""",Orthodox,"May 31, 1994",4.98,66%,4.85,57%,0.00,0%,66%,9.8
Steve Montgomery,Record: 9-5-0,The Creepy Weasel,"6' 4""",185 lbs.,--,Southpaw,"Dec 19, 1990",4.85,39%,4.12,47%,0.00,0%,64%,0.0
James Moontasri,Record: 9-5-0,Moon Walker,"5' 10""",170 lbs.,"71""",Switch,"Apr 10, 1988",2.39,48%,3.86,40%,0.00,0%,79%,0.2
Homer Moore,Record: 26-9-2,The Rock,"5' 10""",205 lbs.,--,Orthodox,"Nov 27, 1971",0.68,50%,0.68,0%,5.07,66%,0%,0.0
Todd Moore,Record: 16-7-0,,"5' 9""",170 lbs.,"71""",Southpaw,"Dec 30, 1983",1.83,26%,2.30,57%,0.78,14%,54%,0.0
Nate Moore,Record: 8-4-0,,"6' 0""",170 lbs.,--,,"Apr 06, 1983",2.21,25%,2.87,42%,1.23,16%,25%,0.0
Dustin Moore,Record: 0-2-0,,"5' 4""",125 lbs.,--,,--,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Taylor Moore,Record: 10-5-0,,"5' 10""",135 lbs.,"70""",Southpaw,"Oct 16, 1993",0.20,75%,2.07,42%,0.00,0%,25%,0.0
Sergio Moraes,Record: 14-6-1,The Panther,"6' 0""",170 lbs.,"72""",Orthodox,"Jul 23, 1982",2.42,42%,3.73,59%,1.20,38%,75%,0.4
Marlon Moraes,Record: 23-10-1,Magic,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 26, 1988",3.37,40%,4.53,54%,0.87,41%,46%,0.3
Sheymon Moraes,Record: 11-4-0,,"5' 8""",145 lbs.,"72""",Orthodox,"Oct 11, 1990",3.00,42%,3.64,63%,0.00,0%,53%,0.0
John Moraga,Record: 19-7-0,,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 20, 1984",2.57,43%,2.55,56%,0.62,23%,44%,1.1
Ricardo Morais,Record: 10-4-1,The Mutant,"6' 8""",270 lbs.,--,Orthodox,"Feb 26, 1967",2.86,37%,2.39,53%,0.00,0%,0%,0.0
Leonardo Morales,Record: 6-2-0,Chimy,"5' 8""",135 lbs.,--,Southpaw,"Dec 22, 1992",2.05,47%,2.05,58%,0.00,0%,62%,0.0
Albert Morales,Record: 7-4-1,The Warrior,"5' 9""",135 lbs.,"72""",Orthodox,"May 25, 1991",3.81,35%,3.96,56%,0.91,35%,70%,0.2
Joseph Morales,Record: 15-2-0,Bopo,"5' 6""",125 lbs.,"69""",Switch,"Aug 22, 1994",2.00,40%,2.05,57%,1.14,42%,26%,3.0
Vince Morales,Record: 16-10-0,Vandetta,"5' 7""",135 lbs.,"70""",Orthodox,"Nov 12, 1990",3.57,37%,4.00,53%,0.59,40%,58%,0.5
